spellID,name,icon,inSpellbook,spellmeta_latest_json,spellmeta_json,talents_n,talentEntryIDs,talents_json,mystic_n,mysticItemIDs,mysticEnchants_json
54754,Glyph of Rejuvenation,Interface\Icons\Spell_Nature_Rejuvenation,False,,,0,,,1,554003,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Restoration""}}}}, ""description"": ""While your Rejuvenation targets are below 50% health, you will heal them for an additional 50% health."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Nature_Rejuvenation"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554003, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Rejuvenation"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 10, ""spec"": {""1"": ""RESTORATION""}, ""specTokens"": {""1"": ""RESTORATION""}, ""spellDescription"": ""While your Rejuvenation targets are below 50% health, you will heal them for an additional 50% health."", ""spellID"": 54754, ""spellName"": ""Glyph of Rejuvenation"", ""uiItemQuality"": 3}]"
54756,Glyph of Wrath,Interface\Icons\Spell_Nature_AbolishMagic,False,,,0,,,1,554004,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Balance""}}}}, ""description"": ""Reduces the pushback suffered from damaging attacks while casting Wrath by 50%."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Nature_AbolishMagic"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554004, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Wrath"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 10, ""spec"": {""1"": ""BALANCE""}, ""specTokens"": {""1"": ""BALANCE""}, ""spellDescription"": ""Reduces the pushback suffered from damaging attacks while casting Wrath by 50%."", ""spellID"": 54756, ""spellName"": ""Glyph of Wrath"", ""uiItemQuality"": 3}]"
54760,Glyph of Entangling Roots,Interface\Icons\Spell_Nature_StrangleVines,False,,,0,,,1,554005,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Balance""}}}}, ""description"": ""Increases the damage your Entangling Roots victims can take before the Entangling Roots automatically breaks by 20%."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Nature_StrangleVines"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554005, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Entangling Roots"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 10, ""spec"": {""1"": ""BALANCE""}, ""specTokens"": {""1"": ""BALANCE""}, ""spellDescription"": ""Increases the damage your Entangling Roots victims can take before the Entangling Roots automatically breaks by 20%."", ""spellID"": 54760, ""spellName"": ""Glyph of Entangling Roots"", ""uiItemQuality"": 3}]"
54810,Glyph of Frenzied Regeneration,Interface\Icons\Ability_BullRush,False,,,0,,,1,554006,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Feral""}}}}, ""description"": ""While Frenzied Regeneration is active, healing effects on you are 20% more powerful."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Ability_BullRush"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554006, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Frenzied Regeneration"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 36, ""spec"": {""1"": ""FERAL""}, ""specTokens"": {""1"": ""FERAL""}, ""spellDescription"": ""While Frenzied Regeneration is active, healing effects on you are 20% more powerful."", ""spellID"": 54810, ""spellName"": ""Glyph of Frenzied Regeneration"", ""uiItemQuality"": 3}]"
54811,Glyph of Maul,Interface\Icons\Ability_Druid_Maul,False,,,0,,,1,554007,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Feral""}}}}, ""description"": ""Your Maul ability hits 1 additional target."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Ability_Druid_Maul"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554007, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Maul"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 10, ""spec"": {""1"": ""FERAL""}, ""specTokens"": {""1"": ""FERAL""}, ""spellDescription"": ""Your Maul ability hits 1 additional target."", ""spellID"": 54811, ""spellName"": ""Glyph of Maul"", ""uiItemQuality"": 3}]"
54813,Glyph of Mangle,Interface\Icons\Ability_Druid_Mangle2,False,,,0,,,1,554008,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Feral""}}}}, ""description"": ""Increases the damage done by Mangle by 10%."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Ability_Druid_Mangle2"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554008, ""maxStacks"": 1, ""name"": ""Glyph of Mangle"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 40, ""spec"": {""1"": ""FERAL""}, ""specTokens"": {""1"": ""FERAL""}, ""spellDescription"": ""Increases the damage done by Mangle by 10%."", ""spellID"": 54813, ""spellName"": ""Glyph of Mangle"", ""uiItemQuality"": 3}]"
54815,Glyph of Shred,Interface\Icons\Spell_Shadow_VampiricAura,False,,,0,,,1,554009,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Feral""}}}}, ""description"": ""Each time you Shred, the duration of your Rip on the target is extended 2 sec, up to a maximum of 6 sec."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Shadow_VampiricAura"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554009, ""maxStacks"": 1, ""name"": ""Glyph of Shred"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 22, ""spec"": {""1"": ""FERAL""}, ""specTokens"": {""1"": ""FERAL""}, ""spellDescription"": ""Each time you Shred, the duration of your Rip on the target is extended 2 sec, up to a maximum of 6 sec."", ""spellID"": 54815, ""spellName"": ""Glyph of Shred"", ""uiItemQuality"": 3}]"
54818,Glyph of Rip,Interface\Icons\Ability_GhoulFrenzy,False,,,0,,,1,554010,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Feral""}}}}, ""description"": ""Increases the duration of your Rip ability by 4 sec."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Ability_GhoulFrenzy"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554010, ""maxStacks"": 1, ""name"": ""Glyph of Rip"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 20, ""spec"": {""1"": ""FERAL""}, ""specTokens"": {""1"": ""FERAL""}, ""spellDescription"": ""Increases the duration of your Rip ability by 4 sec."", ""spellID"": 54818, ""spellName"": ""Glyph of Rip"", ""uiItemQuality"": 3}]"
54821,Glyph of Rake,Interface\Icons\Ability_Druid_Disembowel,False,,,0,,,1,554011,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Feral""}}}}, ""description"": ""Your Rake deals 20% more damage and prevents targets from fleeing."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Ability_Druid_Disembowel"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554011, ""maxStacks"": 1, ""name"": ""Glyph of Rake"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 24, ""spec"": {""1"": ""FERAL""}, ""specTokens"": {""1"": ""FERAL""}, ""spellDescription"": ""Your Rake deals 20% more damage and prevents targets from fleeing."", ""spellID"": 54821, ""spellName"": ""Glyph of Rake"", ""uiItemQuality"": 3}]"
54824,Glyph of Swiftmend,Interface\Icons\INV_Relics_IdolofRejuvenation,False,,,0,,,1,554012,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Restoration""}}}}, ""description"": ""Your Swiftmend ability no longer consumes a Rejuvenation or Regrowth effect from the target."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\INV_Relics_IdolofRejuvenation"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554012, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Swiftmend"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 40, ""spec"": {""1"": ""RESTORATION""}, ""specTokens"": {""1"": ""RESTORATION""}, ""spellDescription"": ""Your Swiftmend ability no longer consumes a Rejuvenation or Regrowth effect from the target."", ""spellID"": 54824, ""spellName"": ""Glyph of Swiftmend"", ""uiItemQuality"": 3}]"
54825,Glyph of Healing Touch,Interface\Icons\Spell_Nature_HealingTouch,False,,,0,,,1,554013,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Restoration""}}}}, ""description"": ""Decreases the cast time of Healing Touch by 1.25 sec, the mana cost by 20%, and the amount healed by 50%."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Nature_HealingTouch"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554013, ""maxStacks"": 1, ""name"": ""Glyph of Healing Touch"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 10, ""spec"": {""1"": ""RESTORATION""}, ""specTokens"": {""1"": ""RESTORATION""}, ""spellDescription"": ""Decreases the cast time of Healing Touch by 1.25 sec, the mana cost by 20%, and the amount healed by 50%."", ""spellID"": 54825, ""spellName"": ""Glyph of Healing Touch"", ""uiItemQuality"": 3}]"
54826,Glyph of Lifebloom,Interface\Icons\INV_Misc_Herb_Felblossom,False,,,0,,,1,554014,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Restoration""}}}}, ""description"": ""Increases the duration of Lifebloom by 1 sec."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\INV_Misc_Herb_Felblossom"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554014, ""maxStacks"": 1, ""name"": ""Glyph of Lifebloom"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 50, ""spec"": {""1"": ""RESTORATION""}, ""specTokens"": {""1"": ""RESTORATION""}, ""spellDescription"": ""Increases the duration of Lifebloom by 1 sec."", ""spellID"": 54826, ""spellName"": ""Glyph of Lifebloom"", ""uiItemQuality"": 3}]"
54828,Glyph of Starfall,Interface\Icons\Ability_Druid_Starfall,False,,,0,,,1,554015,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Balance""}}}}, ""description"": ""Reduces the cooldown of Starfall by 30 sec and causes it to only hit enemies in combat."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Ability_Druid_Starfall"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554015, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Starfall"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 60, ""spec"": {""1"": ""BALANCE""}, ""specTokens"": {""1"": ""BALANCE""}, ""spellDescription"": ""Reduces the cooldown of Starfall by 30 sec and causes it to only hit enemies in combat."", ""spellID"": 54828, ""spellName"": ""Glyph of Starfall"", ""uiItemQuality"": 3}]"
54830,Glyph of Insect Swarm,Interface\Icons\Spell_Nature_InsectSwarm,False,,,0,,,1,554016,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Balance""}}}}, ""description"": ""Increases the damage of your Insect Swarm ability by 30%, but it no longer affects your victim's chance to hit."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Nature_InsectSwarm"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554016, ""maxStacks"": 1, ""name"": ""Glyph of Insect Swarm"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 30, ""spec"": {""1"": ""BALANCE""}, ""specTokens"": {""1"": ""BALANCE""}, ""spellDescription"": ""Increases the damage of your Insect Swarm ability by 30%, but it no longer affects your victim's chance to hit."", ""spellID"": 54830, ""spellName"": ""Glyph of Insect Swarm"", ""uiItemQuality"": 3}]"
54831,Glyph of Hurricane,Interface\Icons\Spell_Nature_Cyclone,False,,,0,,,1,554017,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Balance""}}}}, ""description"": ""Your Hurricane ability now also slows the movement speed of its victims by 20%."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Nature_Cyclone"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554017, ""known"": true, ""maxStacks"": 1, ""name"": ""Glyph of Hurricane"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 40, ""spec"": {""1"": ""BALANCE""}, ""specTokens"": {""1"": ""BALANCE""}, ""spellDescription"": ""Your Hurricane ability now also slows the movement speed of its victims by 20%."", ""spellID"": 54831, ""spellName"": ""Glyph of Hurricane"", ""uiItemQuality"": 3}]"
54832,Glyph of Innervate,Interface\Icons\Spell_Nature_Lightning,False,,,0,,,1,554018,"[{""classRequirements"": {""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Balance""}}}}, ""description"": ""Innervate now grants the caster 45% of his base mana pool over 10 sec in addition to the normal effects of Innervate."", ""descriptionSource"": ""C_Spell:GetSpellDescription"", ""getEnchantInfo_keys"": {""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}, ""getEnchantInfo_ok"": true, ""getEnchantInfo_retN"": 1, ""getEnchantInfo_retTypes"": {""1"": ""table""}, ""icon"": ""Interface\\Icons\\Spell_Nature_Lightning"", ""isAvailableForCurrentClass"": true, ""isEquipable"": true, ""itemID"": 554018, ""maxStacks"": 1, ""name"": ""Glyph of Innervate"", ""quality"": ""RE_QUALITY_RARE"", ""qualityRank"": 1, ""requiredLevel"": 40, ""spec"": {""1"": ""BALANCE""}, ""specTokens"": {""1"": ""BALANCE""}, ""spellDescription"": ""Innervate now grants the caster 45% of his base mana pool over 10 sec in addition to the normal effects of Innervate."", ""spellID"": 54832, ""spellName"": ""Glyph of Innervate"", ""uiItemQuality"": 3}]"
